vendedor,valor_total,cartao_credito,boleto,voucher,cartao_debito
1dd33b8119b3cb1056ed5dc88cd0aaf4,1641.74,65.0,35.0,0,0
1de62b6f2fd96227629786db492433db,237.53,100.0,0,0,0
1dfe5347016252a7884b694d4f10f5c4,2203.5,79.0,18.0,3.0,0
1e26c56af8d48424e1df0140a2401f83,292.39,100.0,0,0,0
1e47d8b6546eb3a77b1acddcc9406242,166.71,100.0,0,0,0
1e47defeeadeca0e9a18fa5a9311e735,291.62,100.0,0,0,0
1e483cc5c76fef08d3ca05f9a8af7d01,351.02,61.0,18.0,22.0,0
1e8b33f18b4f7598d87f5cbee2282cc2,20816.66,88.0,5.0,6.0,1.0
1e8c6a4c538f286aee9573239740a4b4,446.82,82.0,18.0,0,0
1e9d5a33694bddb76316fd1f54734d20,468.94,100.0,0,0,0
1eade46fba20122dc4aefb379f8c636b,4774.53,75.0,19.0,2.0,4.0
1f1bb1f0859883505541bdd6606193e5,17094.45,88.0,9.0,3.0,0
1f2eebc0e970fd3c463e4f5d9652687a,53.47,0,0,0,100.0
1f50f920176fa81dab994f9023523100,144889.76,68.0,28.0,3.0,1.0
1f7dfad2cb384ea4d2d7e1ffbd78c407,57.29,100.0,0,0,0
1f7fd2a6fcd5a6fa5d8a4dabc72aaae0,632.68,60.0,40.0,0,0
1f867308a0ce13133a4e639ff4de0c02,1105.02,90.0,8.0,2.0,0
1f9ab4708f3056ede07124aad39a2554,16398.76,76.0,20.0,2.0,1.0
1fa2d3def6adfa70e58c276bb64fe5bb,15.9,100.0,0,0,0
1fbe10c70e30765ed1de86d9f7e98409,158.11,0,43.0,57.0,0
1fdc574883ef3b33ad41562d93f3a74a,4524.27,87.0,9.0,0,4.0
1fddcb7b326905d3ad5efe82187db347,105.22,100.0,0,0,0
1fe5540d7c1c37a595fefbacd5570d9e,5118.75,75.0,17.0,0,8.0
1fe61aa5494bd3ae92a2c13e067c810f,1277.16,50.0,0,50.0,0
2009a095de2a2a41626f6c6d7722678d,582.43,59.0,34.0,7.0,0
2039c5e51785b5dde7cf93ccb3b7be2c,173.68,100.0,0,0,0
204b4e07bddef3c9b317f70189135b22,88.13,100.0,0,0,0
2059c39f76271d4ca3f15b5ffaccc8b8,791.29,82.0,18.0,0,0
20611af7866c6068fd5ae1f9dbe15c92,334.3,50.0,50.0,0,0
2063dd1b9f568df1c16741ea7d3e6adb,820.27,100.0,0,0,0
2075d8cd4dd63ff12df0749a5866bb06,242.23,70.0,30.0,0,0
2078fe5066350e7d220c0ad3a3bbc6c1,68.04,0,100.0,0,0
2089a6d640999f9b9141ac719b2af596,9741.77,78.0,14.0,2.0,6.0
20a7efa9721046319bdde5d60b6b5365,596.59,29.0,71.0,0,0
20a8b0dc55da94fe74d112082427c84f,688.72,77.0,0,23.0,0
20b54c376b794ed028df09a3cd88e8dc,1506.55,89.0,0,11.0,0
20cb7c2fde3e5bf10f0bbe7394e1c6a9,1723.12,76.0,17.0,7.0,0
20d53aad4fe5ee93a64f8839609d3586,86.44,100.0,0,0,0
20d83f3ef0e6925fd74bfd59170babf7,3786.74,79.0,7.0,12.0,2.0
20f0aeea30bc3b8c4420be8ced4226c0,29.42,100.0,0,0,0
20fd2d2080ed85fa67fad3fcbb2c1813,105.47,100.0,0,0,0
2138ccb85b11a4ec1e37afbd1c8eda1f,19109.71,70.0,23.0,5.0,2.0
213b25e6f54661939f11710a6fddb871,19408.96,80.0,13.0,4.0,2.0
213fafb0ca06fb3d5886579c2565791b,216.86,45.0,0,0,55.0
2156f2671501a81034d7d07f217609d0,3433.89,63.0,30.0,2.0,4.0
217f005bb37ff3aeef5b2ae1788e75ba,120.22,100.0,0,0,0
218d46b86c1881d022bce9c68a7d4b15,63228.48,82.0,15.0,3.0,1.0
218f991754f360af9c2daa5e0b8e990c,3819.54,100.0,0,0,0
2199e7fe213c16213bf5d6a7eadc9a5d,4701.7,69.0,27.0,5.0,0
21c62b998a043ebe31161d38f84929fc,841.33,100.0,0,0,0
21d59342ba150175ca2aa4f8faddeca6,334.29,100.0,0,0,0
21e83881401b92b49fb09a16d3852291,4904.0,75.0,7.0,15.0,3.0
2235cf78d3e2073a88146a9cb60f0dd0,204.76,100.0,0,0,0
226b05fe067266c59c15dae208213d06,1245.58,91.0,0,0,9.0
228e4c1a0be164f613d41c24345f9d2c,1066.37,72.0,0,28.0,0
229c3efbfb0ea2058de4ccdfbc3d784a,18228.76,67.0,24.0,6.0,3.0
22a23e5ac7061fc538cc2a019afaaf16,109.42,100.0,0,0,0
22c32ec35d0116ef02c281798a25bf8b,210.01,68.0,15.0,0,17.0
2305ab43e846518f58dd9d59f3f54e96,831.26,100.0,0,0,0
232a6014e7b10cba61c6c2b2ea6bb4b0,5133.27,83.0,14.0,0,2.0
23613d49c3ac2bd302259e55c06c050c,6978.99,67.0,18.0,15.0,0
236585a4ddb5fea9fa40233e2249ed91,837.67,55.0,45.0,0,0
2379bdc3888025689a9deb7b141507d5,1151.74,81.0,16.0,2.0,0
238fac594e170b59c6d228f5a4f4f1d9,4545.52,87.0,11.0,2.0,0
23a0ffca143a15b9b5bbdb7d552f626a,4518.2,74.0,19.0,7.0,0
23c38debaffe4a25a30fdbd9b586a13f,6216.56,72.0,23.0,0,5.0
23ca5f678e0b3ea6c630b30fa8bf51ea,279.39,100.0,0,0,0
23d7c96d4a1160db1c726b248601b25a,14543.93,76.0,14.0,10.0,0
23ff42c4bf1f8f16cddb19d8b972974a,227.67,100.0,0,0,0
240b9776d844d37535668549a396af32,14452.65,88.0,10.0,0,2.0
244b04680fdbded0acf5aebd9c92b44a,3616.51,100.0,0,0,0
244c2f1bff6afe1f2eaf9bfe9b2aed38,4315.98,70.0,15.0,15.0,0
247587846358bb1d2e4c6522020b36fe,121.51,100.0,0,0,0
2493dc3f20131696a0ecdb9948051a8d,575.07,68.0,32.0,0,0
249f0e9905a6e06ad6c6bea7547ab9f6,386.99,61.0,39.0,0,0
24a6daf925d9d591870a66660416de31,90.08,100.0,0,0,0
24c1de8d9551c0b4fbc53317d53efda8,412.12,0,100.0,0,0
2528513dd95219a6013d4d05176e391a,37062.24,77.0,18.0,3.0,1.0
2528744c5ef5d955adc318720a94d2e7,6508.7,64.0,36.0,0,0
252e76235acb79183cfca6e34f13337d,321.77,74.0,26.0,0,0
253c025bab43881055aeecde5e2d8b77,124.33,51.0,49.0,0,0
253f95b3a0e6983ae18aed49fbc2b845,890.94,70.0,30.0,0,0
257e61d3251fb5efb9daadddbc2cf7ca,8806.18,100.0,0,0,0
258447aad3f7b01e2643c89f64dc5647,71.45,100.0,0,0,0
259f7b5e6e482c230e5bfaa670b6bb8f,12012.57,69.0,22.0,9.0,0.0
25be943a321c8938947bdaabca979a90,907.55,63.0,0,18.0,18.0
25c5c91f63607446a97b143d2d535d31,62301.7,46.0,53.0,1.0,0.0
25cf099de44674fde97473224f9d59ab,2359.55,67.0,28.0,2.0,4.0
25debeafbce801fdd479539350185eee,402.85,81.0,19.0,0,0
25e47381a6c510ddeb36084e33b89f0c,1641.55,65.0,31.0,4.0,0
25e6ffe976bd75618accfe16cefcbd0d,13456.58,83.0,15.0,1.0,0.0
262237171f48e85819065498cac80d7b,749.0,100.0,0,0,0
2646baaf662d4d92ac48f047e35db92d,1549.39,91.0,7.0,0,2.0
26562f211dd1364af2a8596dc945e8ae,115.11,100.0,0,0,0
265fdc289dffa9f1ad801c74f7d0de47,546.55,100.0,0,0,0
26785a546900236d66f2e4197c211158,1244.65,90.0,5.0,0,5.0
269c5fc9fcadee614364c3620c30a1f9,254.72,100.0,0,0,0
269cff2d3c8d205c11f37a52402ea93b,1415.0,57.0,0,0,43.0
26af45f5dfd967225a832838aa4e24a3,771.61,74.0,26.0,0,0
26b482dccfa29bd2e40703ba45523702,412.41,100.0,0,0,0
26bad72add1f86e08a776ce4ffdaf1ca,940.47,62.0,13.0,24.0,0
26d6bbee02420494d471c9f6436929c0,681.7,69.0,31.0,0,0
26d8a1c7c75d513045798992ead43aa2,9232.84,86.0,9.0,3.0,2.0
26e13b6ff5b641b329e5524241ee2c93,189.68,100.0,0,0,0
26e2c91ef821e1ff8985f408788fe35b,2310.21,74.0,9.0,17.0,0
26e2e5033827d2ba53929f43e03d8ffe,154.78,100.0,0,0,0
26f6b7ab07be3e9e69ce82a6552efc19,80.75,46.0,54.0,0,0
270297ead4c65a6cd2593960d2af6b21,9968.5,99.0,1.0,0,0
270572bb714b00531be85e16e1550f26,111.76,100.0,0,0,0
2709af9587499e95e803a6498a5a56e9,1869.5,81.0,11.0,8.0,0
270d3ef21830ad0ecf3a6c53d08a533a,743.67,92.0,8.0,0,0
271b8923c6a549e02d3c9fd1f8c0422b,118.59,0,100.0,0,0
271c58a1d139c45eaf3316107c6d3a3b,4568.71,72.0,21.0,0,7.0
272f092de69afedd4d2969440b37f18f,2471.34,83.0,13.0,4.0,0
2745f798279e0ed033addcc1474776d7,4550.06,62.0,32.0,4.0,2.0
276677b5d08786d5dce7c2149dcce48b,4384.47,70.0,16.0,9.0,6.0
278b6e0b20c4f61fefaa0577943d7a35,1152.62,100.0,0,0,0
27a56ff04b34c2ba34ce6ba4d3b9d616,452.27,90.0,10.0,0,0
282c7480173bb9c01dd41cc739fec010,4466.31,37.0,63.0,0,0
282f23a9769b2690c5dda22e316f9941,8553.03,62.0,36.0,2.0,0
28405831a29823802aa22c084cfd0649,333.18,56.0,28.0,0,16.0
28872dc528e978a639754bc8c2ce5a4c,1038.9,100.0,0,0,0
289cdb325fb7e7f891c38608bf9e0962,15639.29,82.0,17.0,0,1.0
28a26ebce31d5918b181ede016fd693b,47.04,100.0,0,0,0
28c7d8743fbc8679f484868cc0fcaefb,270.36,61.0,0,0,39.0
28d162ab86bb49d719c32f0ee6186eaa,254.4,50.0,0,50.0,0
28ea411b354f14b1a494be4e79f0ce02,896.93,100.0,0,0,0
28f10b1c5e5abb9d4857745bede6147c,1185.42,81.0,14.0,0,5.0
28fb0829fd777877cdc350d25cb5bd5b,569.26,100.0,0,0,0
293dee954235e4e4e43f129313625ebe,2019.22,69.0,31.0,0,0
2953ce3a88f5e3c3b696d77fc9e4c8eb,631.32,63.0,37.0,0,0
296729ffb9b684050dd24836dac4494a,149.61,48.0,52.0,0,0
297d5eccd19fa9a83b2630071ff105e4,976.73,88.0,12.0,0,0
299c89a525fee36c567f4fe72f038100,757.75,100.0,0,0,0
29c322e3f09f886f8bacbe91dfbd979e,105.57,0,100.0,0,0
29e6e05b65f93bc224c644319dc52ecf,558.92,100.0,0,0,0
29fe9f200d3fa0c668d2aa1ec7e08dfb,514.16,100.0,0,0,0
2a1348e9addc1af5aaa619b1a3679d6b,3631.4,73.0,23.0,4.0,0
2a167ca73899c85001a837d8fb4962f6,4197.62,100.0,0,0,0
2a261b5b644fa05f4f2700eb93544f2c,7558.76,75.0,23.0,2.0,0
2a50b7ee5aebecc6fd0ff9784a4747d6,264.24,100.0,0,0,0
2a5b78b41cd05baeac8df54c6606b92c,20132.83,79.0,21.0,0,0
2a61c271b1ac763450d846849783e922,2013.13,100.0,0,0,0
2a6fbeaa7ab9e5d59a35841a8da71ce4,2308.84,74.0,21.0,5.0,0
2a73cba571d90c694b7caca072ccf6ce,381.48,0,100.0,0,0
2a7c6c0b0d5efde2bf75ec1e1cec2d41,192.04,100.0,0,0,0
2a7dc43cecabf23403078e2188437d1d,5979.3,81.0,11.0,6.0,1.0
2a84855fd20af891be03bc5924d2b453,19571.43,87.0,11.0,2.0,0.0
2aa3443d7bf9d9bb11133f420d75e083,819.57,78.0,7.0,15.0,0
2aafae69bf4c41fbd94053d9413e87ee,123.87,62.0,38.0,0,0
2addf05f476d0637864454e93ba673d5,4877.64,95.0,5.0,0,0
2b03ac196f5ed62ac483960fe0fa3b65,935.19,82.0,18.0,0,0
2b1a40c1daabc6ca280c4b815c101841,14634.88,96.0,4.0,0,0
2b2fed75b8e5ea3a052fc4c0825da485,570.83,56.0,44.0,0,0
2b3b9ce054da76a7428df143a567b156,363.28,85.0,15.0,0,0
2b3e4a2a3ea8e01938cabda2a3e5cc79,25046.26,49.0,44.0,7.0,1.0
2b402d5dc42554061f8ea98d1916f148,363.79,100.0,0,0,0
2b5ed0c9139dae8883a200dfcb272ece,144.75,55.0,21.0,24.0,0
2ba91c7ad80ff88b23b7db823b43c233,840.33,79.0,21.0,0,0
2bd05d410a8fd26dc4184a15f4f2f588,1515.27,90.0,10.0,0,0
2bdb95a56a36ebbc6640337ac5eac174,107.9,0,100.0,0,0
2be17df1c49978426251562096c3cc09,2637.97,82.0,12.0,6.0,0
2bf28e311bba65237358230cabac3f15,477.88,68.0,21.0,0,11.0
2bf6a2c1e71bbd29a4ad64e6d3c3629f,51629.49,83.0,6.0,0,11.0
2c00c85d30361cd2ced2969cffbbffa3,57.51,100.0,0,0,0
2c2c9832d1bb38c5b0034a3b47d313ee,68.35,100.0,0,0,0
2c3d56f92f360fb89d849b84e8f50eae,702.63,69.0,15.0,16.0,0
2c43fb513632d29b3b58df74816f1b06,930.17,100.0,0,0,0
2c4c47cb51acd5ea5db5e0ae0e26542a,2917.37,48.0,52.0,0,0
2c538755f1ca9540af144f266e70df6c,359.91,100.0,0,0,0
2c54051840f19eca309a5423cf22df36,52.27,100.0,0,0,0
2c9005d8043aff18b8557ffb7b13cda4,129.64,0,100.0,0,0
2c9e548be18521d1c43cde1c582c6de8,8774.17,75.0,20.0,4.0,0
2cb4700db635baa1c0d4f90ed27b6669,343.08,67.0,0,33.0,0
2cb6eb1b7185064167657fa09f541105,1382.68,79.0,21.0,0,0
2cb98e27ce1c18abdb42209b34c382a7,119.7,0,0,0,100.0
2d20f1cd18725c91147da0791d498022,119.69,100.0,0,0,0
2d22fc3089eb907b29ebff50581fb472,377.39,100.0,0,0,0
2d2322d842118867781fc737e96d59a1,290.96,44.0,52.0,3.0,0
2d2c62bef4c8ba0dd74e0e228e808539,4230.48,94.0,0,0,6.0
2d34636518ba88f5349b732fcf8ba2e4,168.63,100.0,0,0,0
2d378dbb39815785238c0139c7647fb7,1454.44,58.0,42.0,0,0
2d42ebcda99fd55f6f4bc2f1ca035d50,1385.52,70.0,17.0,13.0,0
2d50d6282f8aa2257819a77bfaa0efe0,4382.26,77.0,16.0,6.0,0
2d518637f53161b973e01f56ea4bb88e,1539.7,62.0,38.0,0,0
2d8cfba3fcd3170555941605edaa196a,111.92,50.0,0,50.0,0
2d9e8987a2ea5cf88dce330249043ff1,344.17,100.0,0,0,0
2dcf93836ae3ce0d7c93e2f10876467a,1622.44,75.0,4.0,12.0,9.0
2dd1fb6f0e42a2243b8a01e40cd41216,942.73,88.0,12.0,0,0
2dee2ce60de9709b1a24083217181a1f,10026.11,81.0,17.0,2.0,0
2e0dba2da448400b1c11d7b4b22f32a4,407.7,80.0,20.0,0,0
2e13c71026e1a39ba5cc1b86dcb679aa,4310.21,72.0,17.0,0,11.0
2e1a7d075abe038c1b2743005fe42ff1,1799.79,76.0,7.0,17.0,0
2e1c9f22be269ef4643f826c9e650a52,15371.17,82.0,15.0,3.0,0.0
2e2f44824ab87a0cb961f68bf4073e7f,65.93,0,100.0,0,0
2e3be8a987a30d7544dbbda6861cc14e,4777.55,88.0,12.0,0,0
2e7ea2aafec5835e781b21d6d1faf1f1,646.62,100.0,0,0,0
2e90cb1677d35cfe24eef47d441b7c87,16898.91,79.0,18.0,1.0,2.0
2ea0861cc19e94cad86438c984c52da4,228.05,51.0,49.0,0,0
2eb70248d66e0e3ef83659f71b244378,46691.98,81.0,15.0,3.0,1.0
2ec6e37d992a95eaddb3369dcbcc76d9,270.85,32.0,36.0,32.0,0
2ee0a0689f2f6a72f35a7cb6033f6e7e,324.84,51.0,49.0,0,0
2eeb6531ee027a48d401e72bebdd87d3,78.7,27.0,42.0,31.0,0
2ef086a599b597572aca4433b7ed6b3d,64.1,100.0,0,0,0
2f09f7d37a97956d11cc1a7cadd5262b,2468.41,69.0,31.0,0,0
2f1e7b90e01d9f086cbcb301c0c3d406,71.66,100.0,0,0,0
2f3d8b4c9e2ee165075331fea3f3095a,147.35,100.0,0,0,0
2f4b0d3b9634b647d4edee577d7ebb7e,422.31,90.0,10.0,0,0
2f4b9d112bfa44a214bc6cef085d17c8,413.26,72.0,28.0,0,0
2f73e04d12cdf0c945ded66bb3fcf6c7,1460.85,56.0,44.0,0,0
2f74af7a0ee5636f12c2336f9fffed47,724.47,80.0,20.0,0,0
2f9b7ce230a057a98a9f5df5893ee36c,171.85,80.0,20.0,0,0
2fa13c8bd5705d279f7ed5cc9ec61c68,148.7,100.0,0,0,0
2fb25ab44bdbeae6a4d816e0d0c9d500,761.29,79.0,21.0,0,0
2fdde51ad3e12f297da656d4fbd5d0b5,6874.14,69.0,31.0,0,0
2ff6b7bff164ef05590a52734e1296da,1955.12,100.0,0,0,0
2ff97219cb8622eaf3cd89b7d9c09824,5914.25,85.0,14.0,2.0,0
3076499bbc033a927bf4a8a41bcf7fd4,483.63,47.0,53.0,0,0
3078096983cf766a32a06257648502d1,9848.05,83.0,15.0,2.0,0
30829ded4523ab9224b93bc49a62c95f,7549.71,48.0,49.0,0,3.0
3092c0b297aacfb4bb6e056ebe13b9b8,2212.66,83.0,6.0,10.0,0
30a2f535bb48308f991d0b9ad4a8c4bb,6056.16,80.0,15.0,5.0,0
30a81d8cf85fb2ada1b1b094c9583a95,1455.81,72.0,18.0,3.0,7.0
30c7f28fd3a5897b2c82d152bb760c17,2503.16,42.0,58.0,0,0
312ba1d77e9c332ef21f9598b7f64cd7,888.05,85.0,8.0,7.0,0
31344c16881c08a8a72c6d2eb29918c1,12552.07,79.0,14.0,5.0,2.0
31561f325664a8a7aba4c8d0c3a9b3db,3399.74,77.0,13.0,3.0,7.0
318f287a62ab7ac10b703ac37435a231,3778.96,77.0,11.0,4.0,8.0
31ae0774c17fabd06ff707cc5bde005f,7570.67,84.0,16.0,0,0
31be790e64fc99f8ff48ec2bd18a3104,313.68,55.0,45.0,0,0
31da954dc0855f2495c6310f70a2f931,5032.71,89.0,11.0,0,0
31e60bf8d103ce47932a85f5562deb16,239.04,100.0,0,0,0
31eec405c9bb71dec8e2629a92e764fa,427.13,88.0,12.0,0,0
323ce52b5b81df2cd804b017b7f09aa7,2955.67,94.0,4.0,0,2.0
324583d68897f5ddbaf38f6248322176,127.99,67.0,33.0,0,0
325f3178fb58e2a9778334621eecdbf9,1459.32,65.0,33.0,2.0,0
327b89b872c14d1c0be7235ef4871685,1258.8,100.0,0,0,0
3289d8c3eef4873f91ce0b1343c0dd58,219.27,100.0,0,0,0
328acb143b4a73aad6bee8e734f5d20d,734.75,43.0,0,0,57.0
3296662b1331dea51e744505065ae889,545.51,0,100.0,0,0
32b8764b4ef628b53608fc34011fcc13,11854.42,84.0,16.0,0,0
32e5635e63cb374eb63afdd242fb6134,1855.64,50.0,0,50.0,0
32f1bb9dfa65bc7df5c0d9d95a616be4,332.17,86.0,14.0,0,0
32f83ffe11cd40f7adcf4eef171f52d9,45.09,0,100.0,0,0
32fdd5d44ecb43dfd6a24b9369eca144,617.88,63.0,37.0,0,0
3338e7a0710a195872be80e0d2423867,65.43,100.0,0,0,0
333c4210e76a1aa2ab817b99437e3ff1,402.43,100.0,0,0,0
3340ef1913fb70d28420f6ceb685c339,7481.55,77.0,23.0,0,0
334cab711dee080b079fa5779b584783,1674.93,78.0,0,15.0,7.0
33576ec5412fb5905d876f12f33bfde6,3394.88,79.0,18.0,3.0,0
3361277dc30b7cccdb0c286b24219756,4540.9,82.0,16.0,0,3.0
3364a91ec4d56c98e44174de954b94f6,3853.85,100.0,0,0,0
33a17d60c64393351ebf1ef860f4e0f2,9600.58,84.0,15.0,2.0,0
33a6f4b1e7cdc205511e76ba1b6e0186,12650.89,84.0,10.0,4.0,1.0
33ab10be054370c254ddfcf0a6253422,265.53,100.0,0,0,0
33ac3e28642ab8bda860a2f693000e78,4348.39,83.0,8.0,7.0,2.0
33c51922b6e3c16b24a8f28e5833c99d,7025.88,95.0,1.0,4.0,0
33cbbec1e7e1044aaf11d152172c776f,1129.5,90.0,10.0,0,0
33cbda8716511e27e556dff9d8418bf2,615.57,93.0,7.0,0,0
33d677f27a69b84051204ee4ae76eaca,338.49,92.0,8.0,0,0
33dd941c27854f7625b968cc6195a552,7168.41,80.0,0,0,20.0
33fd411ed63a7c2f9005e3f065d9f85d,43.13,0,100.0,0,0
34056b8b55c1775a22af2331670a799c,8229.89,66.0,33.0,0,1.0
340636a908b13bbe0f4fb63fbe1d0c03,993.15,82.0,18.0,0,0
343e716476e3748b069f980efbaa294e,1234.7,78.0,22.0,0,0
3442033154be05bac582e173ef54fd12,169.39,100.0,0,0,0
344223b2a90784f64136a8a5da012e7f,27.69,100.0,0,0,0
3442f8959a84dea7ee197c632cb2df15,246.6,100.0,0,0,0
34675b28b826facfde119785bf287dc1,37.09,100.0,0,0,0
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2771.22,58.0,25.0,8.0,10.0
3492e68f37fd1df87f4f2f2ea247f445,957.26,63.0,37.0,0,0
34a557286ead8fe75c989e0afcf7d98c,473.46,61.0,39.0,0,0
34aefe746cd81b7f3b23253ea28bef39,22.52,0,0,100.0,0
34d1ca11b242c0fee2c834ae8d788566,14662.07,69.0,28.0,4.0,0
34f563c82a85b99ae9e6d60db5fc2e28,2578.5,100.0,0,0,0
3504c0cb71d7fa48d967e0e4c94d59d9,3242.19,78.0,11.0,11.0,0
35281d148dcf7134bae913c57db4e6da,137.02,100.0,0,0,0
353e21e8bf8de2722b4fae1636664b76,299.89,73.0,27.0,0,0
35857757f553273b1056c1cabdace7fb,709.64,81.0,0,19.0,0
3586b8580d9c917874e053a1bb37b5ff,2352.35,59.0,39.0,2.0,0
35b96509602ec4b7da831b5cd73ff2c2,606.45,100.0,0,0,0
35ef5aa32949680f627efec3c23e705c,518.41,80.0,20.0,0,0
35fb511489d9ee3ee27a76debce9df06,586.79,91.0,9.0,0,0
3606774ec64634822d78dc2db6d37045,345.2,57.0,43.0,0,0
365e445f796710c3431557e85caa25db,1194.3,72.0,28.0,0,0
365e4bce19bda0082c3d15d83fdb8bcd,895.02,100.0,0,0,0
36890be00bbfc1cdb9a4a38a6af05a69,1718.57,85.0,8.0,7.0,0
36a968b544695394e4e9d7572688598f,11791.6,80.0,18.0,2.0,0
36f98ad67cc981f50ce8aed093d5783c,158.62,56.0,44.0,0,0
37303482a42fb700d8d127e70a9cd6c8,171.38,39.0,61.0,0,0
373ee4a3a775a733770ca3f790b8b9ac,2544.2,65.0,31.0,4.0,0
37515688008a7a40ac93e3b2e4ab203f,9596.90000000001,69.0,27.0,2.0,2.0
376a891762bbdecbc02b4b6adec3fdda,8040.62,77.0,16.0,6.0,0
376d67b61dce0c990155286e7ae486a4,111.91,100.0,0,0,0
3771c85bac139d2344864ede5d9341e3,1993.43,76.0,16.0,8.0,0
377bc18334c78dd2f1535ef22a3ad225,224.44,100.0,0,0,0
3785b653b1b82de85ab47dd139938091,2107.32,56.0,36.0,4.0,4.0
37be5a7c751166fbc5f8ccba4119e043,62695.91,83.0,14.0,3.0,0
37ceb404da208418c9032f0674e57804,274.11,100.0,0,0,0
37dd29b36c458d82f74a953c40c43645,5016.43,100.0,0,0,0
38102b031c2a15e54623d711bfc753d3,892.61,59.0,32.0,9.0,0
381c83fdca332ea6afd896da20bf6e4a,8473.94,94.0,4.0,1.0,0
3820c6537b3853be1a0687d5a60807ec,35.96,100.0,0,0,0
382229d1e840115ffe3dbf5ff460e417,5379.54,80.0,12.0,8.0,0
385799a1cddbd26dfeb9157356a42282,716.54,85.0,0,15.0,0
38874e327ce94d11390b96eb42d61928,4158.43,96.0,4.0,0,0
389e45560e33d2d0747f949dcddbc08e,47.43,100.0,0,0,0
38af8acfd46ac4a7bf754e8ca6736664,397.94,81.0,19.0,0,0
38e679b9e0064cd94c6f035707344dae,4661.04,70.0,15.0,10.0,5.0
38e6dada03429a47197d5d584d793b41,844.14,91.0,4.0,5.0,0
38f276ca6e7cc95a6d1bb55ac9e5550f,36.84,100.0,0,0,0
3903c788ded8dc03b5ebab37a2f3e9a1,171.25,70.0,30.0,0,0
391bbd13b6452244774beff1824006ed,163.2,100.0,0,0,0
391fc6631aebcf3004804e51b40bcf1e,51112.01,81.0,16.0,2.0,1.0
392353362d22cc2c236e1ee81ff19890,480.67,77.0,23.0,0,0
392e0502231ae2f8b29994ef6398cd77,2227.59,89.0,3.0,0,8.0
392f7f2c797e4dc077e4311bde2ab8ce,88.56,50.0,50.0,0,0
3935fe5fe0f82787a9dcb8deb62be09d,2101.35,94.0,6.0,0,0
3968920b9aa752ab98f7d5888c9252f2,681.01,88.0,12.0,0,0
3969863bb8af7f72580b3b1ffd3a17b3,908.09,87.0,6.0,6.0,0
397c4d0c005b6f41f90098ac724e28cb,8622.37,100.0,0,0,0
3985a3c45be355a4c57fde108bfabd1c,578.88,66.0,23.0,11.0,0
3986c0b54f6b748b75e7bd4e092aa3e5,40.27,100.0,0,0,0
398cb257329ef7af7f1943a8974a3cbc,161.37,0,100.0,0,0
39a5005f2605cbdb4f9ac14485cabfd1,733.66,50.0,50.0,0,0
39c763cca83e654764b7a4a650fb9b7c,984.21,82.0,18.0,0,0
39d54ff918774174706fb065d7f9dc07,2069.02,89.0,5.0,5.0,0
39d61be7a92eb77b7da367bd4845bc0e,909.62,21.0,43.0,16.0,19.0
39f776d2974049026ff531fc42ef2a3e,1174.41,80.0,20.0,0,0
3a1a1fec38dd360f15fc912e821e169d,2554.29,81.0,12.0,7.0,0
3a3c180dd702a725bd0ba4117689239e,77.38,100.0,0,0,0
3a3e46d10f74d8a6ca76e2b538f106a0,409.98,87.0,13.0,0,0
3a4127e1ba7208ea37044c5092aae170,2310.95,100.0,0,0,0
3a490ba60afa30ece0e7d50cfe74a4f0,1695.07,100.0,0,0,0
3a52d63a8f9daf5a28f3626d7eb9bd28,52.78,100.0,0,0,0
3a734b715d333a2588a3d54a0c9b8746,2859.16,75.0,25.0,0,0
3a79f35a2344ede41af21267f61d5ec6,217.71,0,100.0,0,0
3aa3c89ae3cd482385568be76120f63c,48.94,0,100.0,0,0
3ab971ce71839580d2ae5b4e40fe8044,6171.88,78.0,13.0,6.0,3.0
3ac588cd562971392504a9e17130c40b,19.29,0,0,100.0,0
3ade81dab5a172b88e1871c28ae05260,7302.99,85.0,15.0,0,0
3afc536624bc2e65bddfb5db33cc01f3,419.07,48.0,52.0,0,0
3b15288545f8928d3e65a8f949a28291,16960.32,83.0,13.0,3.0,1.0
3b18f9856c6eb2413eafedb58e9eecd9,335.09,100.0,0,0,0
3b872fd4747f01cc56206f2934198618,4072.53,68.0,26.0,6.0,0
3bb32fedaa74e4ad20f4ce067733bd31,162.56,52.0,48.0,0,0
3bb548e3cb7f70f28e3f11ee9dce0e59,8713.92,59.0,36.0,1.0,4.0
3bdff180c7e1f6551a643b99c265a120,4274.11,69.0,23.0,3.0,5.0
3be5841cdcc46de4ed3f9116f104b2c5,687.95,24.0,76.0,0,0
3be634553519fb6536a03e1358e9fdc7,7529.36,77.0,15.0,5.0,3.0
3bfad056cf05c00dabe2f895925d83b1,253.35,0,100.0,0,0
3bfba5a77604f6dfae7e6dd7aaf65821,2218.19,37.0,63.0,0,0
3c010235b7345c92f125d14ee232a76b,4005.32,81.0,19.0,0,0
3c03b12bab54d8b37d79d914bfdb1aa0,4919.77,86.0,10.0,0,4.0
3c3017960b2dbd72711a61f0400aab8f,1222.89,72.0,28.0,0,0
3c487ae8f8d7542beff5788e2e0aea83,10497.62,75.0,21.0,4.0,0
3c4e0452bff7a2a788179488d3d77032,4709.68,77.0,16.0,8.0,0
3c7c4a49ec3c6550809089c6a2ca9370,5884.98,66.0,27.0,4.0,3.0
